,year,country_code,left_soc_inc,comm_inc,conserv_inc,right_inc,turnout
1253,2012,NOR,-2.6000000000000005,-2.9,3.0999999999999996,,76.4
1254,2013,NOR,-2.1000000000000005,-2.9,9.600000000000001,16.3,78.2
1255,2014,NOR,-2.1000000000000005,-2.9,9.600000000000001,16.3,78.2
1256,2015,NOR,-2.1000000000000005,-2.9,9.600000000000001,16.3,78.2
1257,2016,NOR,-2.1000000000000005,-2.9,9.600000000000001,16.3,78.2
1258,2017,NOR,1.9000000000000004,2.4,-1.8000000000000007,-1.1000000000000014,78.2
1259,1991,POL,,,,,43.2
1260,1992,POL,,,,,43.2
1261,1993,POL,,,-1.5999999999999988,1.0,52.1
1262,1994,POL,,,-1.5999999999999988,1.0,52.1
1263,1995,POL,,,-1.5999999999999988,1.0,52.1
1264,1996,POL,,,-1.5999999999999988,1.0,52.1
1265,1997,POL,,,-5.1000000000000005,-2.9000000000000004,47.9
1266,1998,POL,,,-5.1000000000000005,-2.9000000000000004,47.9
1267,1999,POL,,,-5.1000000000000005,-2.9000000000000004,47.9
1268,2000,POL,,,-5.1000000000000005,-2.9000000000000004,47.9
1269,2001,POL,,,7.5,-5.6,46.2
1270,2002,POL,,,7.5,-5.6,46.2
1271,2003,POL,,,7.5,-5.6,46.2
1272,2004,POL,,,7.5,-5.6,46.2
1273,2005,POL,,,17.5,-5.6,40.6
1274,2006,POL,,,17.5,-5.6,40.6
1275,2007,POL,,,5.100000000000001,-5.6,53.8
1276,2008,POL,,,5.100000000000001,-5.6,53.8
1277,2009,POL,,,5.100000000000001,-5.6,53.8
1278,2010,POL,,,5.100000000000001,-5.6,53.8
1279,2011,POL,,,5.100000000000001,-5.6,48.9
1280,2012,POL,,,5.100000000000001,-5.6,48.9
1281,2013,POL,,,5.100000000000001,-5.6,48.9
1282,2014,POL,,,5.100000000000001,-5.6,48.9
1283,2015,POL,,,5.5,8.8,50.9
1284,2016,POL,,,5.5,8.8,50.9
1285,2017,POL,,,5.5,8.8,50.9
1286,1975,PRT,,,,,91.7
1287,1976,PRT,,-2.599999999999998,,,83.3
1288,1977,PRT,,-2.599999999999998,,,83.3
1289,1978,PRT,,-2.599999999999998,,,83.3
1290,1979,PRT,2.2,4.199999999999999,,,87.5
1291,1980,PRT,-2.2,-2.1000000000000014,,,85.4
1292,1981,PRT,-2.2,-2.1000000000000014,,,85.4
1293,1982,PRT,-2.2,-2.1000000000000014,,,85.4
1294,1983,PRT,-2.2,1.3000000000000007,,,78.6
1295,1984,PRT,-2.2,1.3000000000000007,,,78.6
1296,1985,PRT,-2.2,-2.6999999999999993,,,75.4
1297,1986,PRT,-2.2,-2.6999999999999993,,,75.4
1298,1987,PRT,-2.2,-3.5,,,72.6
1299,1988,PRT,-2.2,-3.5,,,72.6
1300,1989,PRT,-2.2,-3.5,,,72.6
1301,1990,PRT,-2.2,-3.5,,,72.6
1302,1991,PRT,-2.2,-3.6999999999999993,,,68.2
1303,1992,PRT,-2.2,-3.6999999999999993,,,68.2
1304,1993,PRT,-2.2,-3.6999999999999993,,,68.2
1305,1994,PRT,-2.2,-3.6999999999999993,,,68.2
1306,1995,PRT,-2.2,-0.20000000000000107,,,66.3
1307,1996,PRT,-2.2,-0.20000000000000107,,,66.3
1308,1997,PRT,-2.2,-0.20000000000000107,,,66.3
1309,1998,PRT,-2.2,-0.20000000000000107,,,66.3
1310,1999,PRT,2.5,0.40000000000000036,,,61.8
1311,2000,PRT,2.5,0.40000000000000036,,,61.8
1312,2001,PRT,2.5,0.40000000000000036,,,61.8
1313,2002,PRT,0.20000000000000018,-2.0999999999999996,,,61.5
1314,2003,PRT,0.20000000000000018,-2.0999999999999996,,,61.5
1315,2004,PRT,0.20000000000000018,-2.0999999999999996,,,61.5
1316,2005,PRT,3.8,0.7999999999999998,,,64.3
1317,2006,PRT,3.8,0.7999999999999998,,,64.3
1318,2007,PRT,3.8,0.7999999999999998,,,64.3
1319,2008,PRT,3.8,0.7999999999999998,,,64.3
1320,2009,PRT,3.5999999999999996,0.39999999999999947,,,59.7
1321,2010,PRT,3.5999999999999996,0.39999999999999947,,,59.7
1322,2011,PRT,-4.699999999999999,0.09999999999999964,,,58.0
1323,2012,PRT,-4.699999999999999,0.09999999999999964,,,58.0
1324,2013,PRT,-4.699999999999999,0.09999999999999964,,,58.0
1325,2014,PRT,-4.699999999999999,0.09999999999999964,,,58.0
1326,2015,PRT,5.199999999999999,0.40000000000000036,,,55.9
1327,2016,PRT,5.199999999999999,0.40000000000000036,,,55.9
1328,2017,PRT,5.199999999999999,0.40000000000000036,,,55.9
1329,1990,ROU,,,,,86.2
1330,1991,ROU,,,,,86.2
1331,1992,ROU,,,,9.5,76.3
1332,1993,ROU,,,,9.5,76.3
1333,1994,ROU,,,,9.5,76.3
1334,1995,ROU,,,,9.5,76.3
1335,1996,ROU,2.3,,,-2.6999999999999993,76.0
1336,1997,ROU,2.3,,,-2.6999999999999993,76.0
1337,1998,ROU,2.3,,,-2.6999999999999993,76.0
1338,1999,ROU,2.3,,,-2.6999999999999993,76.0
1339,2000,ROU,-2.3,,,10.6,65.3
1340,2001,ROU,-2.3,,,10.6,65.3
1341,2002,ROU,-2.3,,,10.6,65.3
1342,2003,ROU,-2.3,,,10.6,65.3
1343,2004,ROU,-2.3,,,-6.5,58.5
1344,2005,ROU,-2.3,,,-6.5,58.5
1345,2006,ROU,-2.3,,,-6.5,58.5
1346,2007,ROU,-2.3,,,-6.5,58.5
1347,2008,ROU,-2.3,,,-9.8,39.2
1348,2009,ROU,-2.3,,,-9.8,39.2
1349,2010,ROU,-2.3,,,-9.8,39.2
1350,2011,ROU,-2.3,,,-9.8,39.2
1351,2012,ROU,-2.3,,,-3.2,40.9
1352,2013,ROU,-2.3,,,-3.2,40.9
1353,2014,ROU,-2.3,,,-3.2,40.9
1354,2015,ROU,-2.3,,,-3.2,40.9
1355,2016,ROU,-2.3,,,-3.2,39.8
1356,2017,ROU,-2.3,,,-3.2,39.8
1357,1990,SVK,,,,,95.4
1358,1991,SVK,,,,,95.4
1359,1992,SVK,,,,31.299999999999997,84.2
1360,1993,SVK,,,,31.299999999999997,84.2
1361,1994,SVK,7.4,2.7,,-4.799999999999997,75.7
1362,1995,SVK,7.4,2.7,,-4.799999999999997,75.7
1363,1996,SVK,7.4,2.7,,-4.799999999999997,75.7
1364,1997,SVK,7.4,2.7,,-4.799999999999997,75.7
1365,1998,SVK,7.299999999999999,0.09999999999999964,,-4.299999999999997,84.2
1366,1999,SVK,7.299999999999999,0.09999999999999964,,-4.299999999999997,84.2
1367,2000,SVK,7.299999999999999,0.09999999999999964,,-4.299999999999997,84.2
1368,2001,SVK,7.299999999999999,0.09999999999999964,,-4.299999999999997,84.2
1369,2002,SVK,-14.7,3.5,,-6.300000000000001,70.0
1370,2003,SVK,-14.7,3.5,,-6.300000000000001,70.0
1371,2004,SVK,-14.7,3.5,,-6.300000000000001,70.0
1372,2005,SVK,-14.7,3.5,,-6.300000000000001,70.0
1373,2006,SVK,-14.7,-2.4,,-9.3,54.7
1374,2007,SVK,-14.7,-2.4,,-9.3,54.7
1375,2008,SVK,-14.7,-2.4,,-9.3,54.7
1376,2009,SVK,-14.7,-2.4,,-9.3,54.7
1377,2010,SVK,-14.7,-3.9,,-11.100000000000001,58.8
1378,2011,SVK,-14.7,-3.9,,-11.100000000000001,58.8
1379,2012,SVK,-14.7,-3.9,8.6,-4.799999999999999,59.1
1380,2013,SVK,-14.7,-3.9,8.6,-4.799999999999999,59.1
1381,2014,SVK,-14.7,-3.9,8.6,-4.799999999999999,59.1
1382,2015,SVK,-14.7,-3.9,8.6,-4.799999999999999,59.1
1383,2016,SVK,-14.7,-3.9,14.600000000000003,12.000000000000002,59.8
1384,2017,SVK,-14.7,-3.9,14.600000000000003,12.000000000000002,59.8
1385,1990,SVN,,,,,77.0
1386,1991,SVN,,,,,77.0
1387,1992,SVN,,,2.2,10.0,85.6
1388,1993,SVN,,,2.2,10.0,85.6
1389,1994,SVN,,,2.2,10.0,85.6
1390,1995,SVN,,,2.2,10.0,85.6
1391,1996,SVN,,,-2.2,-6.8,73.7
1392,1997,SVN,,,-2.2,-6.8,73.7
1393,1998,SVN,,,-2.2,-6.8,73.7
1394,1999,SVN,,,-2.2,-6.8,73.7
1395,2000,SVN,,,-2.2,1.2000000000000002,70.1
1396,2001,SVN,,,-2.2,1.2000000000000002,70.1
1397,2002,SVN,,,-2.2,1.2000000000000002,70.1
1398,2003,SVN,,,-2.2,1.2000000000000002,70.1
1399,2004,SVN,,,-2.2,1.8999999999999995,60.5
1400,2005,SVN,,,-2.2,1.8999999999999995,60.5
1401,2006,SVN,,,-2.2,1.8999999999999995,60.5
1402,2007,SVN,,,-2.2,1.8999999999999995,60.5
1403,2008,SVN,,,-2.2,-0.8999999999999995,63.1
1404,2009,SVN,,,-2.2,-0.8999999999999995,63.1
1405,2010,SVN,,,-2.2,-0.8999999999999995,63.1
1406,2011,SVN,,,-2.2,-5.4,65.6
1407,2012,SVN,,,-2.2,-5.4,65.6
1408,2013,SVN,,,-2.2,-5.4,65.6
1409,2014,SVN,6.0,,-2.2,2.2,51.7
1410,2015,SVN,6.0,,-2.2,2.2,51.7
1411,2016,SVN,6.0,,-2.2,2.2,51.7
1412,2017,SVN,6.0,,-2.2,2.2,51.7
1413,1977,ESP,,,,,77.0
1414,1978,ESP,,,,,77.0
1415,1979,ESP,,1.5,-1.6999999999999957,2.1,68.1
1416,1980,ESP,,1.5,-1.6999999999999957,2.1,68.1
1417,1981,ESP,,1.5,-1.6999999999999957,2.1,68.1
1418,1982,ESP,,-6.700000000000001,-5.300000000000004,-2.1,79.8
1419,1983,ESP,,-6.700000000000001,-5.300000000000004,-2.1,79.8
1420,1984,ESP,,-6.700000000000001,-5.300000000000004,-2.1,79.8
1421,1985,ESP,,-6.700000000000001,-5.300000000000004,-2.1,79.8
1422,1986,ESP,,-0.2999999999999998,-0.8999999999999986,-2.1,70.6
1423,1987,ESP,,-0.2999999999999998,-0.8999999999999986,-2.1,70.6
1424,1988,ESP,,-0.2999999999999998,-0.8999999999999986,-2.1,70.6
1425,1989,ESP,,5.3,-1.5999999999999943,-2.1,70.0
1426,1990,ESP,,5.3,-1.5999999999999943,-2.1,70.0
1427,1991,ESP,,5.3,-1.5999999999999943,-2.1,70.0
1428,1992,ESP,,5.3,-1.5999999999999943,-2.1,70.0
1429,1993,ESP,,0.5,1.0999999999999943,-2.1,76.4
1430,1994,ESP,,0.5,1.0999999999999943,-2.1,76.4
1431,1995,ESP,,0.5,1.0999999999999943,-2.1,76.4
1432,1996,ESP,,0.9000000000000004,4.0,-2.1,77.4
1433,1997,ESP,,0.9000000000000004,4.0,-2.1,77.4
1434,1998,ESP,,0.9000000000000004,4.0,-2.1,77.4
1435,1999,ESP,,0.9000000000000004,4.0,-2.1,77.4
1436,2000,ESP,,-5.0,5.700000000000003,-2.1,68.7
1437,2001,ESP,,-5.0,5.700000000000003,-2.1,68.7
1438,2002,ESP,,-5.0,5.700000000000003,-2.1,68.7
1439,2003,ESP,,-5.0,5.700000000000003,-2.1,68.7
1440,2004,ESP,,-0.5,-6.799999999999997,-2.1,75.7
1441,2005,ESP,,-0.5,-6.799999999999997,-2.1,75.7
1442,2006,ESP,,-0.5,-6.799999999999997,-2.1,75.7
1443,2007,ESP,,-0.5,-6.799999999999997,-2.1,75.7
1444,2008,ESP,,-1.2000000000000002,2.1999999999999957,-2.1,73.9
1445,2009,ESP,,-1.2000000000000002,2.1999999999999957,-2.1,73.9
1446,2010,ESP,,-1.2000000000000002,2.1999999999999957,-2.1,73.9
1447,2011,ESP,,3.1000000000000005,4.700000000000003,-2.1,68.9
1448,2012,ESP,,3.1000000000000005,4.700000000000003,-2.1,68.9
1449,2013,ESP,,3.1000000000000005,4.700000000000003,-2.1,68.9
1450,2014,ESP,,3.1000000000000005,4.700000000000003,-2.1,68.9
1451,2015,ESP,20.8,-3.2,-15.700000000000003,-2.1,73.2
1452,2016,ESP,-0.8999999999999986,-3.7,4.399999999999999,-2.1,66.5
1453,2017,ESP,-0.8999999999999986,-3.7,4.399999999999999,-2.1,66.5
1454,1960,SWE,,,,,85.9
1455,1961,SWE,,,,,85.9
1456,1962,SWE,,,,,85.9
1457,1963,SWE,,,,,85.9
1458,1964,SWE,,0.7000000000000002,-2.900000000000002,,83.9
1459,1965,SWE,,0.7000000000000002,-2.900000000000002,,83.9
1460,1966,SWE,,0.7000000000000002,-2.900000000000002,,83.9
1461,1967,SWE,,0.7000000000000002,-2.900000000000002,,83.9
1462,1968,SWE,,-2.2,-0.7999999999999989,,89.3
1463,1969,SWE,,-2.2,-0.7999999999999989,,89.3
1464,1970,SWE,,1.7999999999999998,-1.4000000000000004,,88.3
1465,1971,SWE,,1.7999999999999998,-1.4000000000000004,,88.3
1466,1972,SWE,,1.7999999999999998,-1.4000000000000004,,88.3
1467,1973,SWE,,0.5,2.8000000000000007,,90.8
1468,1974,SWE,,0.5,2.8000000000000007,,90.8
1469,1975,SWE,,0.5,2.8000000000000007,,90.8
1470,1976,SWE,,-0.5,1.299999999999999,,91.8
1471,1977,SWE,,-0.5,1.299999999999999,,91.8
1472,1978,SWE,,-0.5,1.299999999999999,,91.8
1473,1979,SWE,,0.7999999999999998,4.700000000000001,,90.7
1474,1980,SWE,,0.7999999999999998,4.700000000000001,,90.7
1475,1981,SWE,,0.7999999999999998,4.700000000000001,,90.7
1476,1982,SWE,,0.7999999999999998,3.3000000000000007,,91.4
1477,1983,SWE,,0.7999999999999998,3.3000000000000007,,91.4
1478,1984,SWE,,0.7999999999999998,3.3000000000000007,,91.4
1479,1985,SWE,,-0.1999999999999993,-2.3000000000000007,,89.9
1480,1986,SWE,,-0.1999999999999993,-2.3000000000000007,,89.9
1481,1987,SWE,,-0.1999999999999993,-2.3000000000000007,,89.9
1482,1988,SWE,,0.39999999999999947,-3.0,,86.0
1483,1989,SWE,,0.39999999999999947,-3.0,,86.0
1484,1990,SWE,,0.39999999999999947,-3.0,,86.0
1485,1991,SWE,4.5,-5.8,3.599999999999998,6.7,86.7
1486,1992,SWE,4.5,-5.8,3.599999999999998,6.7,86.7
1487,1993,SWE,4.5,-5.8,3.599999999999998,6.7,86.7
1488,1994,SWE,1.7000000000000002,-5.8,0.5,-6.7,86.8
1489,1995,SWE,1.7000000000000002,-5.8,0.5,-6.7,86.8
1490,1996,SWE,1.7000000000000002,-5.8,0.5,-6.7,86.8
1491,1997,SWE,1.7000000000000002,-5.8,0.5,-6.7,86.8
1492,1998,SWE,5.8,-5.8,0.5,-6.7,81.4
1493,1999,SWE,5.8,-5.8,0.5,-6.7,81.4
1494,2000,SWE,5.8,-5.8,0.5,-6.7,81.4
1495,2001,SWE,5.8,-5.8,0.5,-6.7,81.4
1496,2002,SWE,-3.5999999999999996,-5.8,-7.599999999999998,-6.7,80.1
1497,2003,SWE,-3.5999999999999996,-5.8,-7.599999999999998,-6.7,80.1
1498,2004,SWE,-3.5999999999999996,-5.8,-7.599999999999998,-6.7,80.1
1499,2005,SWE,-3.5999999999999996,-5.8,-7.599999999999998,-6.7,80.1
1500,2006,SWE,-2.5,-5.8,10.899999999999999,2.9,82.0
1501,2007,SWE,-2.5,-5.8,10.899999999999999,2.9,82.0
1502,2008,SWE,-2.5,-5.8,10.899999999999999,2.9,82.0
1503,2009,SWE,-2.5,-5.8,10.899999999999999,2.9,82.0
1504,2010,SWE,-0.3000000000000007,-5.8,3.900000000000002,2.8000000000000003,84.6
1505,2011,SWE,-0.3000000000000007,-5.8,3.900000000000002,2.8000000000000003,84.6
1506,2012,SWE,-0.3000000000000007,-5.8,3.900000000000002,2.8000000000000003,84.6
1507,2013,SWE,-0.3000000000000007,-5.8,3.900000000000002,2.8000000000000003,84.6
1508,2014,SWE,0.10000000000000053,-5.8,-6.800000000000001,7.2,85.8
1509,2015,SWE,0.10000000000000053,-5.8,-6.800000000000001,7.2,85.8
1510,2016,SWE,0.10000000000000053,-5.8,-6.800000000000001,7.2,85.8
1511,2017,SWE,0.10000000000000053,-5.8,-6.800000000000001,7.2,85.8
1512,1960,CHE,,,,,68.5
1513,1961,CHE,,,,,68.5
1514,1962,CHE,,,,,68.5
1515,1963,CHE,,-0.5,,,64.5
1516,1964,CHE,,-0.5,,,64.5
1517,1965,CHE,,-0.5,,,64.5
1518,1966,CHE,,-0.5,,,64.5
1519,1967,CHE,,0.6999999999999997,,,63.8
1520,1968,CHE,,0.6999999999999997,,,63.8
1521,1969,CHE,,0.6999999999999997,,,63.8
1522,1970,CHE,,0.6999999999999997,,,63.8
1523,1971,CHE,,-0.2999999999999998,,6.5,56.4
1524,1972,CHE,,-0.2999999999999998,,6.5,56.4
1525,1973,CHE,,-0.2999999999999998,,6.5,56.4
1526,1974,CHE,,-0.2999999999999998,,6.5,56.4
1527,1975,CHE,,-0.20000000000000018,,-1.0,52.4
1528,1976,CHE,,-0.20000000000000018,,-1.0,52.4
1529,1977,CHE,,-0.20000000000000018,,-1.0,52.4
1530,1978,CHE,,-0.20000000000000018,,-1.0,52.4
1531,1979,CHE,,-0.2999999999999998,,-5.5,48.1
1532,1980,CHE,,-0.2999999999999998,,-5.5,48.1
1533,1981,CHE,,-0.2999999999999998,,-5.5,48.1
1534,1982,CHE,,-0.2999999999999998,,-5.5,48.1
1535,1983,CHE,2.2,-2.1,,2.9,48.9
1536,1984,CHE,2.2,-2.1,,2.9,48.9
1537,1985,CHE,2.2,-2.1,,2.9,48.9
1538,1986,CHE,2.2,-2.1,,2.9,48.9
1539,1987,CHE,-2.2,-2.1,,2.6999999999999997,46.2
1540,1988,CHE,-2.2,-2.1,,2.6999999999999997,46.2
1541,1989,CHE,-2.2,-2.1,,2.6999999999999997,46.2
1542,1990,CHE,-2.2,-2.1,,2.6999999999999997,46.2
1543,1991,CHE,-2.2,-2.1,,2.799999999999999,46.0
1544,1992,CHE,-2.2,-2.1,,2.799999999999999,46.0
1545,1993,CHE,-2.2,-2.1,,2.799999999999999,46.0
1546,1994,CHE,-2.2,-2.1,,2.799999999999999,46.0
1547,1995,CHE,-2.2,-2.1,,13.600000000000001,42.2
1548,1996,CHE,-2.2,-2.1,,13.600000000000001,42.2
1549,1997,CHE,-2.2,-2.1,,13.600000000000001,42.2
1550,1998,CHE,-2.2,-2.1,,13.600000000000001,42.2
1551,1999,CHE,-2.2,-2.1,,0.5,43.3
1552,2000,CHE,-2.2,-2.1,,0.5,43.3
1553,2001,CHE,-2.2,-2.1,,0.5,43.3
1554,2002,CHE,-2.2,-2.1,,0.5,43.3
1555,2003,CHE,-2.2,-2.1,,4.199999999999999,45.2
1556,2004,CHE,-2.2,-2.1,,4.199999999999999,45.2
1557,2005,CHE,-2.2,-2.1,,4.199999999999999,45.2
1558,2006,CHE,-2.2,-2.1,,4.199999999999999,45.2
1559,2007,CHE,-2.2,-2.1,,2.1999999999999993,48.3
1560,2008,CHE,-2.2,-2.1,,2.1999999999999993,48.3
1561,2009,CHE,-2.2,-2.1,,2.1999999999999993,48.3
1562,2010,CHE,-2.2,-2.1,,2.1999999999999993,48.3
1563,2011,CHE,-2.2,-2.1,5.4,-2.299999999999997,48.5
1564,2012,CHE,-2.2,-2.1,5.4,-2.299999999999997,48.5
1565,2013,CHE,-2.2,-2.1,5.4,-2.299999999999997,48.5
1566,2014,CHE,-2.2,-2.1,5.4,-2.299999999999997,48.5
1567,2015,CHE,-2.2,-2.1,-1.3000000000000007,2.799999999999997,48.5
1568,2016,CHE,-2.2,-2.1,-1.3000000000000007,2.799999999999997,48.5
1569,2017,CHE,-2.2,-2.1,-1.3000000000000007,2.799999999999997,48.5
1570,1960,GBR,,,,,78.7
1571,1961,GBR,,,,,78.7
1572,1962,GBR,,,,,78.7
1573,1963,GBR,,,,,78.7
1574,1964,GBR,,,-6.0,,77.2
1575,1965,GBR,,,-6.0,,77.2
1576,1966,GBR,,,-1.5,,76.0
1577,1967,GBR,,,-1.5,,76.0
1578,1968,GBR,,,-1.5,,76.0
1579,1969,GBR,,,-1.5,,76.0
1580,1970,GBR,,,4.5,,72.2
1581,1971,GBR,,,4.5,,72.2
1582,1972,GBR,,,4.5,,72.2
1583,1973,GBR,,,4.5,,72.2
1584,1974,GBR,,,-10.600000000000001,,72.9
1585,1975,GBR,,,-10.600000000000001,,72.9
1586,1976,GBR,,,-10.600000000000001,,72.9
1587,1977,GBR,,,-10.600000000000001,,72.9
1588,1978,GBR,,,-10.600000000000001,,72.9
1589,1979,GBR,,,8.100000000000001,,76.3
1590,1980,GBR,,,8.100000000000001,,76.3
1591,1981,GBR,,,8.100000000000001,,76.3
1592,1982,GBR,,,8.100000000000001,,76.3
1593,1983,GBR,,,-1.5,,72.8
1594,1984,GBR,,,-1.5,,72.8
1595,1985,GBR,,,-1.5,,72.8
1596,1986,GBR,,,-1.5,,72.8
1597,1987,GBR,,,-0.10000000000000142,,75.4
1598,1988,GBR,,,-0.10000000000000142,,75.4
1599,1989,GBR,,,-0.10000000000000142,,75.4
1600,1990,GBR,,,-0.10000000000000142,,75.4
1601,1991,GBR,,,-0.10000000000000142,,75.4
1602,1992,GBR,,,-0.3999999999999986,,77.8
1603,1993,GBR,,,-0.3999999999999986,,77.8
1604,1994,GBR,,,-0.3999999999999986,,77.8
1605,1995,GBR,,,-0.3999999999999986,,77.8
1606,1996,GBR,,,-0.3999999999999986,,77.8
1607,1997,GBR,,,-11.2,,71.6
1608,1998,GBR,,,-11.2,,71.6
1609,1999,GBR,,,-11.2,,71.6
1610,2000,GBR,,,-11.2,,71.6
1611,2001,GBR,,,1.0,,59.4
1612,2002,GBR,,,1.0,,59.4
1613,2003,GBR,,,1.0,,59.4
1614,2004,GBR,,,1.0,,59.4
1615,2005,GBR,,,0.6999999999999993,,61.8
1616,2006,GBR,,,0.6999999999999993,,61.8
1617,2007,GBR,,,0.6999999999999993,,61.8
1618,2008,GBR,,,0.6999999999999993,,61.8
1619,2009,GBR,,,0.6999999999999993,,61.8
1620,2010,GBR,,,3.700000000000003,3.1,65.8
1621,2011,GBR,,,3.700000000000003,3.1,65.8
1622,2012,GBR,,,3.700000000000003,3.1,65.8
1623,2013,GBR,,,3.700000000000003,3.1,65.8
1624,2014,GBR,,,3.700000000000003,3.1,65.8
1625,2015,GBR,,,0.6999999999999957,9.5,66.4
1626,2016,GBR,,,0.6999999999999957,9.5,66.4
1627,2017,GBR,,,5.5,-12.6,68.8
1628,1960,USA,,,,,61.0
1629,1961,USA,,,,,61.0
1630,1962,USA,,,3.1000000000000014,,47.5
1631,1963,USA,,,3.1000000000000014,,47.5
1632,1964,USA,,,-5.800000000000004,,59.7
1633,1965,USA,,,-5.800000000000004,,59.7
1634,1966,USA,,,6.100000000000001,,46.6
1635,1967,USA,,,6.100000000000001,,46.6
1636,1968,USA,,,0.29999999999999716,,56.9
1637,1969,USA,,,0.29999999999999716,,56.9
1638,1970,USA,,,-4.099999999999994,,46.1
1639,1971,USA,,,-4.099999999999994,,46.1
1640,1972,USA,,,2.0,,53.2
1641,1973,USA,,,2.0,,53.2
1642,1974,USA,,,-6.100000000000001,,37.8
1643,1975,USA,,,-6.100000000000001,,37.8
1644,1976,USA,,,1.6000000000000014,,51.6
1645,1977,USA,,,1.6000000000000014,,51.6
1646,1978,USA,,,3.0999999999999943,,37.0
1647,1979,USA,,,3.0999999999999943,,37.0
1648,1980,USA,,,3.1000000000000014,,50.0
1649,1981,USA,,,3.1000000000000014,,50.0
1650,1982,USA,,,-4.699999999999996,,40.3
1651,1983,USA,,,-4.699999999999996,,40.3
1652,1984,USA,,,3.5999999999999943,,51.2
1653,1985,USA,,,3.5999999999999943,,51.2
1654,1986,USA,,,-2.5,,36.2
1655,1987,USA,,,-2.5,,36.2
1656,1988,USA,,,0.9000000000000057,,48.2
1657,1989,USA,,,0.9000000000000057,,48.2
1658,1990,USA,,,0.09999999999999432,,35.0
1659,1991,USA,,,0.09999999999999432,,35.0
1660,1992,USA,,,-0.5,,52.5
1661,1993,USA,,,-0.5,,52.5
1662,1994,USA,,,6.700000000000003,,38.0
1663,1995,USA,,,6.700000000000003,,38.0
1664,1996,USA,,,-3.700000000000003,,46.0
1665,1997,USA,,,-3.700000000000003,,46.0
1666,1998,USA,,,0.20000000000000284,,35.3
1667,1999,USA,,,0.20000000000000284,,35.3
1668,2000,USA,,,-1.0,,50.0
1669,2001,USA,,,-1.0,,50.0
1670,2002,USA,,,3.6000000000000014,,36.3
1671,2003,USA,,,3.6000000000000014,,36.3
1672,2004,USA,,,-1.3000000000000043,,51.2
1673,2005,USA,,,-1.3000000000000043,,51.2
1674,2006,USA,,,-5.0,,35.8
1675,2007,USA,,,-5.0,,35.8
1676,2008,USA,,,-1.8999999999999986,,53.2
1677,2009,USA,,,-1.8999999999999986,,53.2
1678,2010,USA,,,9.0,,39.8
1679,2011,USA,,,9.0,,39.8
1680,2012,USA,,,-4.299999999999997,,50.9
1681,2013,USA,,,-4.299999999999997,,50.9
1682,2014,USA,,,3.6000000000000014,,35.6
1683,2015,USA,,,3.6000000000000014,,35.6
1684,2016,USA,,,-2.4000000000000057,,52.0
1685,2017,USA,,,-2.4000000000000057,,52.0
